,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
10,0.6456622,0.70332205,0.17585492,0.2742403,-0.27722892,0.12315991,0.15989104,-0.027124926,0.7183439,-0.34903273,-0.21537109,-0.55083513,-0.60288036,-0.6388282,-0.28618634,0.4809405,-0.65267134,-0.33943847,0.33769464,-0.16673459,0.07351289,-0.12874794,0.3228097,-0.61149114,0.18990667,0.88168114,-0.3076637,0.5760197,-0.26521543,0.892925
11,0.8514085,0.74120986,-0.22522537,0.5418455,-0.23417935,0.17906958,0.047912184,0.050913278,-0.22927676,-0.23167655,0.32025596,-0.6316452,0.33460125,-0.5779763,0.04073107,0.33320695,-0.094353154,0.03112815,-0.014856029,0.40830097,-0.5001906,-0.367253,0.62045926,-0.03335935,-0.46063003,0.6334146,-0.9290185,-0.13292003,-0.8567397,-0.004175439
12,-0.17749014,0.42327976,-0.5266179,0.5814715,-0.32597017,0.17441529,-0.084331125,-0.11065638,-0.15857667,0.22363156,0.03652471,-0.8008017,0.05063158,0.1663352,0.009844817,0.09902429,0.4476072,0.0070100958,0.14190996,0.22233956,-0.12207174,0.34909096,0.20452613,0.21272787,-0.123666435,-0.36007458,-0.8648796,0.22860384,0.059673246,-0.40338773
13,-0.66205794,-0.074583344,-0.28690007,-0.17175634,-0.4219284,0.019022137,-0.39171895,-0.023836995,-0.122408256,0.36023974,-0.11455723,0.14254048,0.0070917374,0.14970165,-0.26307476,0.03836927,0.06808146,0.23097302,0.2803621,-0.1019852,-0.0749215,0.4783266,-0.29059094,0.09944254,-0.29502788,-0.38497004,0.10895811,-0.2537891,0.56942827,0.026724648
14,0.12712489,0.16428033,-0.028177617,0.48161784,-0.035166398,-0.039725017,0.34603566,0.029454494,-0.28752908,0.2760681,0.18376927,-0.33281142,0.02580826,0.3738376,0.08576227,-0.0014913708,0.38550824,0.039642554,-0.23298433,0.3073712,0.229118,-0.48007783,0.14919944,0.1279496,0.437148,-0.366327,0.24230169,0.43663988,-0.32497436,0.35202384
15,-0.34149843,-0.0268123,-0.055658553,0.08188585,-0.42087916,-0.15172902,-0.36836958,-0.12986186,0.17831944,0.04688869,-0.23102778,-0.3005292,-0.076561436,-0.44999576,-0.2253966,-0.091448985,-0.4208377,0.23039721,0.31616718,-0.2035124,-0.10251883,0.5957163,-0.26110792,0.088488586,-0.41991895,-0.17619382,0.3936826,-0.46445107,0.40575245,0.3841902
16,0.5924769,-0.048678022,0.04109317,0.58860147,-0.028735967,-0.17171969,0.34488785,-0.087995395,-0.3390781,0.24721614,0.2320271,-0.43066213,0.0625144,0.30177423,0.1698618,-0.12961759,0.38001055,0.13383389,-0.28382537,0.331957,0.20654435,-0.49014324,0.1331655,0.2606415,0.5589396,-0.5007935,0.35284063,0.23301461,-0.2610034,0.30885023
17,0.26949802,0.18341234,-0.016293751,0.5716383,-0.017229488,0.16052504,-0.122862406,-0.3472379,-0.082381114,-0.2709176,-0.076221935,-0.44911674,0.2531412,0.18500406,0.03476549,-0.42340738,0.13208656,-0.244699,-0.28650832,0.531453,-0.09898199,-0.11206898,0.07915533,0.17316492,-0.21600482,-0.12157767,0.49126044,0.15538163,0.16861324,0.5630489
18,0.3456198,0.6508723,-0.044412736,0.50915104,-0.23091939,-0.0007418373,0.39021006,0.10481974,0.665245,0.6177384,-0.0065726615,-0.6830038,-0.57980573,-0.34212962,0.049068846,0.4203902,-0.4963151,0.12785064,0.47764242,-0.0923955,0.15830252,-0.25663924,0.45287916,-0.6565973,-0.06495545,0.5006948,-0.17588063,0.5273597,-0.44749197,0.600264
19,0.15642592,0.5766652,-0.23804672,0.41409612,-0.25983953,0.19251151,0.070728585,0.075233094,-0.040252678,-0.20666634,0.2322179,-0.5818709,0.31152424,-0.5731916,0.08578582,0.35822013,0.016614279,0.016653247,-0.085186675,0.43565902,-0.49647254,-0.31306964,0.53986984,0.037941705,-0.49857873,-0.134581,-0.89777327,-0.07270235,-0.850411,0.10276969
